,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Month,Hour,day_in_week,day,sentiment
62,vinodshadija,"Independent Thinker ,                                                                                       Retweets are not endorsements",hyderabad,246,1082,717340,2009-06-03 12:14:35,2021-03-24 04:26:06,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,4,Wednesday,24,0
63,Rashtrapaldori1,"Nit surat'24
Cse student",limbdi,24,2,36,2020-11-20 14:58:06,2021-03-24 04:25:00,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,4,Wednesday,24,0
64,ROBTrivandrum,"Regional Outreach Bureau-Kerala & Lakshadweep, is a regional office of Bureau of Outreach and Communication (BOC), Ministry I&B, Govt. of India",thiruvananthapuram india,91,1050,12099,2016-07-08 05:21:53,2021-03-24 04:07:51,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,4,Wednesday,24,0
65,jazmasigan_2,"Pity the nation that raises not its voice save when its neck is laid
between the sword and the block",cabagan isabela,918,425,331863,2018-11-22 15:05:37,2021-03-24 04:06:15,3,"abscbnnews tacloban city mayor alfred romualdez defended his decision to jump the queue and get vaccinated against covid

medical ","[{'text': 'COVID19', 'indices': [120, 128]}]",3,4,Wednesday,24,0
66,vijayrichards,"Nerd. Jack of all. Foodie who cooks.
Also own @ManageYourRupee",bengaluru india,96,25,649,2016-12-02 04:22:51,2021-03-24 04:04:53,2,"manageyourrupee total vaccination  
single day increase  
 ministry of health

vaccination
covid
covidin ","[{'text': 'Vaccination', 'indices': [107, 119]}, {'text': 'COVID19', 'indices': [120, 128]}]",3,4,Wednesday,24,0
67,ManageYourRupee,"Better managed money is greater wealth!
Follow for Tweets and retweets about things that affect your Rupee.",bangalore,146,173,3083,2020-07-04 10:22:44,2021-03-24 03:59:11,2,"total vaccination  
single day increase  
 ministry of health

vaccination
covid  ","[{'text': 'Vaccination', 'indices': [86, 98]}, {'text': 'COVID19', 'indices': [99, 107]}]",3,3,Wednesday,24,0
68,my4ever_inheart,"☞︎︎︎🇷 🇦 🇲 🇾 🇦 🇰 🇷 🇮 🇸 🇭 🇳 🇦 🇳☜︎︎︎ 
𝕾𝖗𝖎 𝕷𝖆𝖓𝖐𝖆𝖓 🇱🇰 𝕱𝖆𝖓 𝖕𝖆𝖌𝖊 💝💝💝",sri lanka,99,182,2303,2020-06-21 03:53:01,2021-03-24 03:27:35,3,"telugupycker ramya krishnan gets her first covid vaccine jab

ramyakrishnan covidvacccine foryourself forothers  getvaccienat ","[{'text': 'RamyaKrishnan', 'indices': [71, 85]}, {'text': 'covidvacccine', 'indices': [86, 100]}, {'text': 'foryourself', 'indices': [101, 113]}, {'text': 'forothers', 'indices': [114, 124]}]",3,3,Wednesday,24,0
69,bborkataky,"Founding team @editorji | ex @ndtv, @BloombergTV India | Gooner | Petrolhead | 
Tweets & Retweets are Personal",gurgaon india,1083,678,3118,2009-04-14 05:44:18,2021-03-24 03:22:03,1,editorji with surge in covid cases centre has opened up the vaccination making all above  years of age eligible for a jab from ,"[{'text': 'Covid19', 'indices': [28, 36]}]",3,3,Wednesday,24,0
70,ABSCBNNews,"Stories, video, and multimedia for Filipinos worldwide, from ABS-CBN News and Current Affairs, the Philippines' most trusted news organization.",manila philippines,1069,7332802,872602,2008-08-16 10:09:33,2021-03-24 02:45:00,3,tacloban city mayor alfred romualdez defended his decision to jump the queue and get vaccinated against covid  ,"[{'text': 'COVID19', 'indices': [104, 112]}]",3,2,Wednesday,24,0
71,airnews_shimla,"Official account of Regional News Unit Shimla, All India Radio News",shimla india,167,3668,21559,2016-12-09 09:27:14,2021-03-24 02:17:14,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,2,Wednesday,24,0
72,hicomindBrunei,"Welcome to the official twitter account of the High Commission of India, Brunei. Bilateral diplomatic relations between India and Brunei were estd in May 1984.",brunei,65,17962,12826,2015-07-30 05:00:42,2021-03-24 01:45:33,16,"pibindia covidvaccinationday 

 pointright india crosses a landmark milestone in covid vaccination more than  cr covid vaccine dose ","[{'text': 'COVID19Vaccination', 'indices': [15, 34]}]",3,1,Wednesday,24,1
73,snewbery1,"Optimistic rural generalist physician, wife and mom in NW Ontario;  committed to high quality, comprehensive family medicine and care in rural communities.",marathon ontario,1327,4354,13130,2014-06-26 00:31:57,2021-03-24 01:43:24,22,nathanstall new statement from the ontariocollege of family physicians arguing for the increased involvement of primary care in ontar ,[],3,1,Wednesday,24,0
74,FobNasik,"Official account of Field Outreach Bureau, Nasik (Maharashtra), Ministry of Information & Broadcasting, Government of India",nashik maharashtra,30,36,4473,2019-08-08 09:14:52,2021-03-24 01:39:41,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,1,Wednesday,24,0
75,NZStuff,Stuff is New Zealand's largest and most popular news site. Email newstips@stuff.co.nz.,new zealand,772,219341,344319,2008-07-24 03:59:45,2021-03-24 01:15:03,0,covid russian president vladimir putin gets vaccine jab away from cameras ,[],3,1,Wednesday,24,0
76,BotNiger,Robot 🤖 qui veille retweet tout ce qui mentionne le hashtag #⃣ #Niger 🇳🇪,niger  niger  ,0,349,25577,2018-11-01 16:33:38,2021-03-23 23:24:33,2,tdpel covid sanwoolu health workers receive first jab as lagos kicks off vaccine rollout  boove covid ,"[{'text': 'HEALTH', 'indices': [32, 39]}, {'text': 'LAGOS', 'indices': [69, 75]}, {'text': 'boove', 'indices': [126, 132]}]",3,23,Tuesday,23,0
77,viralvideovlogs,"news news news and trends

https://t.co/2ScZqTGWgG",ക രള ,4513,6148,625813,2018-01-13 18:33:01,2021-03-23 22:37:24,2,tdpel covid sanwoolu health workers receive first jab as lagos kicks off vaccine rollout  boove covid ,"[{'text': 'HEALTH', 'indices': [32, 39]}, {'text': 'LAGOS', 'indices': [69, 75]}, {'text': 'boove', 'indices': [126, 132]}]",3,22,Tuesday,23,0
78,NapsAndSarcasm,"I like stuff. Well no, not stuff. I like things...no...Naps.  I like naps. And the #CofRed.
Tweets are no reflection of my employer (no I'm not saying who)",calgary alberta,1570,1370,78948,2015-01-22 05:40:17,2021-03-23 22:31:44,0,"good 
make the vaccination passports mandatory for all travel and all large events
you tell the rednecks they can  ",[],3,22,Tuesday,23,0
79,RoaneGeneral,"👉We are dedicated to the delivery of high-quality, cost-effective healthcare to all members of our community. 
👉Advance your career with us!",spencer wv,2011,1346,3796,2015-10-12 15:10:51,2021-03-23 22:18:17,0,"covid  vaccination appointments available
call     
covid
vaccination
covidvaccination ","[{'text': 'Covid19', 'indices': [65, 73]}, {'text': 'Vaccination', 'indices': [74, 86]}, {'text': 'Covid19Vaccination', 'indices': [87, 106]}]",3,22,Tuesday,23,0
80,acuhealtcm,한의학을 무지 사랑함. 전통 한의학 추구. 동의보감. 허준. 심의가 되는 그날까지,시드니,3054,3848,664747,2012-04-25 23:09:51,2021-03-23 22:04:20,10,gracehwang southkorea citizens questioned why some process of this vaccination astrazeneca covid vaccination on th president ,"[{'text': 'SouthKorea', 'indices': [20, 31]}]",3,22,Tuesday,23,0
81,CllrSam,"Leader of Cheshire East Council. Councillor for Sandbach Heath & East, chartered accountant, chartered tax advisor  Views expressed are my own (except ReTweets)",sandbach cheshire,589,1662,7349,2012-06-27 09:09:27,2021-03-23 21:48:48,4,"healthwatchce  i could hardly tell i d had the vaccination it was so quick and gentle 

just one of the positive comments from the  ",[],3,21,Tuesday,23,0
82,fZleYRna7MvoUMB,under water  demolition  team 전  freelancer,대창옆   막창동네 ㅋ,2904,1313,37810,2017-07-05 06:28:26,2021-03-23 21:42:09,10,gracehwang southkorea citizens questioned why some process of this vaccination astrazeneca covid vaccination on th president ,"[{'text': 'SouthKorea', 'indices': [20, 31]}]",3,21,Tuesday,23,0
83,CraigShawSulli1,"I do Volunteer work with Oxfam Scotland as a Campaigner.

I do also Volunteer in the Oxfam GB Book Shop at 330 Byres Road Glasgow G12 8AP. @OxBooksByresRd",scotland united kingdom,478,105,20509,2018-07-14 18:33:19,2021-03-23 19:55:39,2,aliceanukur africa union should have collective leadership on covid vaccine because covid needs no visa knows no boundaries lydi ,[],3,19,Tuesday,23,1
84,bionewscentral,BioNews Central (https://t.co/W3X3JDzJo7) is an online magazine featuring comprehensive coverage of the latest advances in health and biomedical research.,toronto ontario,58,180,3442,2018-02-22 16:26:51,2021-03-23 19:43:31,1,a study of healthcareworkers vaccinated against covid found a tiny percentage tested positive underscoring th  ,"[{'text': 'HealthCareWorkers', 'indices': [11, 29]}, {'text': 'vaccinated', 'indices': [30, 41]}, {'text': 'COVID19', 'indices': [50, 58]}]",3,19,Tuesday,23,1
85,RochdaleCouncil,"News, events and emergency information. Monitored weekdays, 9am-5pm.   

https://t.co/b2vIOXWKyp",greater manchester uk,1028,22090,36017,2009-02-10 15:37:29,2021-03-23 19:37:12,0,here s yearold rochdale resident barbara talking about the covid vaccination process how she found the expe  ,"[{'text': 'covid19', 'indices': [63, 71]}]",3,19,Tuesday,23,0
86,BurhanRajputtt,"Proud Indian 🇮🇳 

Learner of Stock Market, Fundamental & Positional Trader, Always learning Everything, myTweet&RT on Stocks not recommendations its only view",new delhi india,441,82,47396,2015-03-24 04:49:50,2021-03-23 19:34:34,16,"pibindia covidvaccinationday 

 pointright india crosses a landmark milestone in covid vaccination more than  cr covid vaccine dose ","[{'text': 'COVID19Vaccination', 'indices': [15, 34]}]",3,19,Tuesday,23,1
87,AskDrShashank,"Dean Indian College of Physicians, Chair IDF Southeast Asia
Views my own ,RTs not endorsements",mumbai,1348,3735,23467,2020-03-19 07:11:16,2021-03-23 19:32:37,2,"dna people above  years of age eligible for covidvaccination from april  prakashjavadekar

covid corona coronavirus covid ","[{'text': 'COVID19vaccination', 'indices': [51, 70]}, {'text': 'PrakashJavadekar', 'indices': [85, 102]}, {'text': 'COVID', 'indices': [104, 110]}, {'text': 'Corona', 'indices': [111, 118]}, {'text': 'coronavirus', 'indices': [119, 131]}]",3,19,Tuesday,23,0
88,dna,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt",india,373,2229144,609817,2008-11-28 15:39:38,2021-03-23 19:30:00,2,"people above  years of age eligible for covidvaccination from april  prakashjavadekar

covid corona  ","[{'text': 'COVID19vaccination', 'indices': [42, 61]}, {'text': 'PrakashJavadekar', 'indices': [76, 93]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'Corona', 'indices': [102, 109]}]",3,19,Tuesday,23,1
89,khaleejtimes,"The official Twitter feed of Khaleej Times, the UAE's first and leading English daily
https://t.co/OaJ0rBBfak",united arab emirates,1189,621093,173433,2009-01-11 07:56:56,2021-03-23 19:22:40,1,kremlin spokesman says russian president got the jab out of the public eye because he has never supported it  ,[],3,19,Tuesday,23,0
90,KarinOrantes,"@UN #SocialMedia Team | Austrian in NYC | Tweets on digital comms, #SocialUN, #GlobalGoals | Views are my own.",new york ny,982,1020,2290,2012-11-08 18:45:53,2021-03-23 19:13:12,0,"every vaccination means a little less fear in the world

every dose is another person no longer obsessing over ev  ",[],3,19,Tuesday,23,0
91,christina_varga,"Editor, writer, content, communications: https://t.co/0NhEz4TyM2. #business #education #investing #sustainability #realestate #future. Opinions sont personnelles.",canada,1149,404,567,2010-05-20 19:41:29,2021-03-23 19:12:58,22,nathanstall new statement from the ontariocollege of family physicians arguing for the increased involvement of primary care in ontar ,[],3,19,Tuesday,23,0
92,God61284517,God is great. IIT DELHI,india,275,241,133566,2020-06-10 15:55:56,2021-03-23 18:58:40,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,18,Tuesday,23,0
93,ishinobu_actual,Purveyor of an extensive knowledgebase that is both spiritually & scientifically correct. Visit https://t.co/blr8HSI5UD.,oregon us,119,484,5826,2019-11-21 18:41:32,2021-03-23 18:51:50,0,us catches astrazeneca cheating on its v jab efficacy data germany to shut down  april in a counterproductive  ,[],3,18,Tuesday,23,1
94,KLWALLACE777,"Artist (wildlife, scenery and some cartoons).  Save Canada from unethical politicians and covid!  My church is a great place, learn every day!",niagaracanada,215,80,2829,2014-01-16 16:21:47,2021-03-23 18:41:43,1,cfnu children are far less likely to be seriously ill with covid but they are still at risk and can spread the virus covidvacc ,"[{'text': 'COVID19', 'indices': [64, 72]}]",3,18,Tuesday,23,0
95,CFNU,Canadian Federation of Nurses Unions | Fédération canadienne des syndicats d’infirmières et d’infirmiers,ottawa,1418,10364,13836,2010-05-10 16:02:25,2021-03-23 18:31:52,1,children are far less likely to be seriously ill with covid but they are still at risk and can spread the virus  ,"[{'text': 'COVID19', 'indices': [54, 62]}]",3,18,Tuesday,23,0
96,NACOINDIA,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",new delhi,288,3268,18809,2018-08-30 04:20:18,2021-03-23 18:05:11,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,18,Tuesday,23,0
97,CECRangers,"We develop, enhance and protect the countryside and urban sites within Cheshire East, while promoting the use of the Council’s outdoor recreational facilities",cheshire east,560,5009,38299,2010-08-24 13:30:02,2021-03-23 17:33:48,4,"healthwatchce  i could hardly tell i d had the vaccination it was so quick and gentle 

just one of the positive comments from the  ",[],3,17,Tuesday,23,0
98,AspirantJust,"Books and Stories
She/Her 
Economics grad|Auditor turned Blogger|
Sniffing books to get high!",kolkata,240,112,531,2019-08-16 18:07:50,2021-03-23 17:20:28,16,"pibindia covidvaccinationday 

 pointright india crosses a landmark milestone in covid vaccination more than  cr covid vaccine dose ","[{'text': 'COVID19Vaccination', 'indices': [15, 34]}]",3,17,Tuesday,23,1
99,DanielleDesRoc1,"I'm a French-Canadian gal from Penetanguishene. My main passions are singing, playing guitar and fiddle and spending time outdoors with my husband and daughter.",midland ontario,65,48,8757,2012-05-04 17:58:49,2021-03-23 17:12:54,22,nathanstall new statement from the ontariocollege of family physicians arguing for the increased involvement of primary care in ontar ,[],3,17,Tuesday,23,0
100,Corbenic,"Enterprise shapeshifter.                
Venture architect and developer.              
Custodian of the Holy Grail.",milan italy,2109,1255,21741,2007-03-21 13:22:44,2021-03-23 17:06:51,0,"corbenic capital italy data driven forecast covid march  
zero new cases out of control
 of populati  ",[],3,17,Tuesday,23,0
101,loksabhatv,"A 24-hour Public Service Broadcast channel owned and operated entirely by the Lok Sabha, the lower House of the Parliament of India",new delhi,339,145638,19801,2014-09-19 11:16:37,2021-03-23 17:05:53,16,"pibindia covidvaccinationday 

 pointright india crosses a landmark milestone in covid vaccination more than  cr covid vaccine dose ","[{'text': 'COVID19Vaccination', 'indices': [15, 34]}]",3,17,Tuesday,23,1
102,ForgeRat,"Defender of Canada.
When you forge hot metal an insight into the why of things becomes clearer & more paramount. 
#OpSaveThePlanet #COVIDzero",extinction chronicle hourglass ,3956,2384,354327,2013-06-25 07:20:50,2021-03-23 17:04:12,22,nathanstall new statement from the ontariocollege of family physicians arguing for the increased involvement of primary care in ontar ,[],3,17,Tuesday,23,0
103,lfc71,"#CovidisAirborne
 ** 
part-time science educator, full-time mom (she/her)",gta canada,407,87,5299,2009-03-24 19:30:15,2021-03-23 16:58:36,22,nathanstall new statement from the ontariocollege of family physicians arguing for the increased involvement of primary care in ontar ,[],3,16,Tuesday,23,0
104,DEO_MonDistrict,"This is the Official Account of the Deputy Commisioner & District Election Officer, Mon District, Nagaland",mon nagaland india,128,336,5105,2017-11-26 06:08:44,2021-03-23 16:58:15,19,"covidnewsbymib indiafightscorona

covidvaccination  day 

india crosses a landmark milestone in covid vaccination more tha ","[{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}]",3,16,Tuesday,23,0
